"datetime","imputatie_methode","schatting_ondergrens","schatting_bovengrens","NN_divergeert","debiet","gat_nr","train_fw_ind","train_bw_ind","IB_comb","IB_schatting","debiet_x_IB"
2020-06-27 12:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-27 13:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-27 14:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-27 15:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-27 16:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-27 17:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-27 18:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-27 19:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-27 20:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-27 21:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-27 22:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-27 23:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-28 00:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-28 01:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-28 02:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-28 03:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-28 04:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-28 05:00:00,0,NA,NA,NA,0,0,0,0,0.25,0,0
2020-06-28 06:00:00,0,NA,NA,NA,0.379,0,0,0,1,0,0.379
2020-06-28 07:00:00,0,NA,NA,NA,0.9712,0,0,0,1,0,0.9712
2020-06-28 08:00:00,0,NA,NA,NA,1.1521,0,0,0,1,0,1.1521
2020-06-28 09:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-06-28 10:00:00,0,NA,NA,NA,1.1667,0,0,0,0.75,0,1.1667
2020-06-28 11:00:00,0,NA,NA,NA,0.6582,0,0,0,0,0,0.6582
2020-06-28 12:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-28 13:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-28 14:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-28 15:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-28 16:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-28 17:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-28 18:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-28 19:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-28 20:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-28 21:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-28 22:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-28 23:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 00:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 01:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 02:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 03:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 04:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 05:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 06:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 07:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 08:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 09:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 10:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 11:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 12:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 13:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 14:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 15:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 16:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 17:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 18:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 19:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 20:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 21:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 22:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-29 23:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 00:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 01:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 02:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 03:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 04:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 05:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 06:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 07:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 08:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 09:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 10:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 11:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 12:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 13:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 14:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 15:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 16:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 17:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 18:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-06-30 19:00:00,0,NA,NA,NA,0.1972,0,0,0,1,0,0.1972
2020-06-30 20:00:00,0,NA,NA,NA,0.9158,0,0,0,1,0,0.9158
2020-06-30 21:00:00,0,NA,NA,NA,1.1229,0,0,0,1,0,1.1229
2020-06-30 22:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-06-30 23:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-07-01 00:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-07-01 01:00:00,0,NA,NA,NA,1.1667,0,0,0,0.5,0,1.1667
2020-07-01 02:00:00,0,NA,NA,NA,0.3753,0,0,0,0,0,0.3753
2020-07-01 03:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 04:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 05:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 06:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 07:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 08:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 09:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 10:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 11:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 12:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 13:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 14:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 15:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 16:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 17:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 18:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 19:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 20:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 21:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 22:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-01 23:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-02 00:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-02 01:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-02 02:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-02 03:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-02 04:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-02 05:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-02 06:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-02 07:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-02 08:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-02 09:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-02 10:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-02 11:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-02 12:00:00,0,NA,NA,NA,0,0,0,0,0.25,0,0
2020-07-02 13:00:00,0,NA,NA,NA,0.2839,0,0,0,1,0,0.2839
2020-07-02 14:00:00,0,NA,NA,NA,0.9712,0,0,0,1,0,0.9712
2020-07-02 15:00:00,0,NA,NA,NA,1.1521,0,0,0,1,0,1.1521
2020-07-02 16:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-07-02 17:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-07-02 18:00:00,0,NA,NA,NA,0.9266,0,0,0,0,0,0.9266
2020-07-02 19:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-02 20:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-02 21:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-02 22:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-02 23:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 00:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 01:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 02:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 03:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 04:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 05:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 06:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 07:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 08:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 09:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 10:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 11:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 12:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 13:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 14:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 15:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 16:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 17:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 18:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 19:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 20:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 21:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 22:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-03 23:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-04 00:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-04 01:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-04 02:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-04 03:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-04 04:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-04 05:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-04 06:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-04 07:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-04 08:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-04 09:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-04 10:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-04 11:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-04 12:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-04 13:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-04 14:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-04 15:00:00,0,NA,NA,NA,0,0,0,0,0.5,0,0
2020-07-04 16:00:00,0,NA,NA,NA,0.6004,0,0,0,1,0,0.6004
2020-07-04 17:00:00,0,NA,NA,NA,1.0267,0,0,0,1,0,1.0267
2020-07-04 18:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-07-04 19:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-07-04 20:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-07-04 21:00:00,0,NA,NA,NA,1.1667,0,0,0,0.5,0,1.1667
2020-07-04 22:00:00,0,NA,NA,NA,0.5808,0,0,0,0,0,0.5808
2020-07-04 23:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 00:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 01:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 02:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 03:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 04:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 05:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 06:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 07:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 08:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 09:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 10:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 11:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 12:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 13:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 14:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 15:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 16:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 17:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 18:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 19:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 20:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 21:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 22:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-05 23:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-06 00:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-06 01:00:00,0,NA,NA,NA,0,0,0,0,0.75,0,0
2020-07-06 02:00:00,0,NA,NA,NA,0.8396,0,0,0,1,0,0.8396
2020-07-06 03:00:00,0,NA,NA,NA,1.0821,0,0,0,1,0,1.0821
2020-07-06 04:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-07-06 05:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-07-06 06:00:00,0,NA,NA,NA,1.1667,0,0,0,0.75,0,1.1667
2020-07-06 07:00:00,0,NA,NA,NA,0.6524,0,0,0,0,0,0.6524
2020-07-06 08:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-06 09:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-06 10:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-06 11:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-06 12:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-06 13:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-06 14:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-06 15:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-06 16:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-06 17:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-06 18:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-06 19:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-06 20:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-06 21:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-06 22:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-06 23:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 00:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 01:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 02:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 03:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 04:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 05:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 06:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 07:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 08:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 09:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 10:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 11:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 12:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 13:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 14:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 15:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 16:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 17:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 18:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 19:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 20:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 21:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 22:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-07 23:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-08 00:00:00,0,NA,NA,NA,0,0,0,0,0.5,0,0
2020-07-08 01:00:00,0,NA,NA,NA,0.4288,0,0,0,1,0,0.4288
2020-07-08 02:00:00,0,NA,NA,NA,1.0286,0,0,0,1,0,1.0286
2020-07-08 03:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-07-08 04:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-07-08 05:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-07-08 06:00:00,0,NA,NA,NA,1.0763,0,0,0,0,0,1.0763
2020-07-08 07:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-08 08:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-08 09:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-08 10:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-08 11:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-08 12:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-08 13:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-08 14:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-08 15:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-08 16:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-08 17:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-08 18:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-08 19:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-08 20:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-08 21:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-08 22:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-08 23:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-09 00:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-09 01:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-09 02:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-09 03:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-09 04:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-09 05:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-09 06:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-09 07:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-09 08:00:00,0,NA,NA,NA,0,0,0,0,0.5,0,0
2020-07-09 09:00:00,0,NA,NA,NA,0.4288,0,0,0,1,0,0.4288
2020-07-09 10:00:00,0,NA,NA,NA,1.0267,0,0,0,1,0,1.0267
2020-07-09 11:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-07-09 12:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-07-09 13:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-07-09 14:00:00,0,NA,NA,NA,1.1667,0,0,0,0.25,0,1.1667
2020-07-09 15:00:00,0,NA,NA,NA,0.2515,0,0,0,0,0,0.2515
2020-07-09 16:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-09 17:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-09 18:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-09 19:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-09 20:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-09 21:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-09 22:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-09 23:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-10 00:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-10 01:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-10 02:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-10 03:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-10 04:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-10 05:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-10 06:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-10 07:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-10 08:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-10 09:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-10 10:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-10 11:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-10 12:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-10 13:00:00,0,NA,NA,NA,0.067,0,0,0,1,0,0.067
2020-07-10 14:00:00,0,NA,NA,NA,0.9158,0,0,0,1,0,0.9158
2020-07-10 15:00:00,0,NA,NA,NA,1.1229,0,0,0,1,0,1.1229
2020-07-10 16:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-07-10 17:00:00,0,NA,NA,NA,1.1667,0,0,0,1,0,1.1667
2020-07-10 18:00:00,0,NA,NA,NA,1.1667,0,0,0,0.5,0,1.1667
2020-07-10 19:00:00,0,NA,NA,NA,0.3604,0,0,0,0,0,0.3604
2020-07-10 20:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-10 21:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-10 22:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-10 23:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 00:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 01:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 02:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 03:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 04:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 05:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 06:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 07:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 08:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 09:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 10:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 11:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 12:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 13:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 14:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 15:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 16:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 17:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 18:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 19:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 20:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 21:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 22:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-11 23:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-12 00:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-12 01:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-12 02:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-12 03:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-12 04:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-12 05:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-12 06:00:00,0,NA,NA,NA,0,0,0,0,0,0,0
2020-07-12 07:00:00,0,NA,NA,NA,0.1618,0,0,0,1,0,0.1618
